kraj,rok,płeć,wiek,IndicatorName,wartość
Bangladesh,1970,Female,15,Currently married by age of woman (Number),446515.2
Bangladesh,1970,Female,16,Currently married by age of woman (Number),446515.2
Bangladesh,1970,Female,17,Currently married by age of woman (Number),446515.2
Bangladesh,1970,Female,18,Currently married by age of woman (Number),446515.2
Bangladesh,1970,Female,19,Currently married by age of woman (Number),446515.2
Bangladesh,1970,Female,20,Currently married by age of woman (Number),476173.6
Bangladesh,1970,Female,21,Currently married by age of woman (Number),476173.6
Bangladesh,1970,Female,22,Currently married by age of woman (Number),476173.6
Bangladesh,1970,Female,23,Currently married by age of woman (Number),476173.6
Bangladesh,1970,Female,24,Currently married by age of woman (Number),476173.6
Bangladesh,1970,Female,25,Currently married by age of woman (Number),428222.2
Bangladesh,1970,Female,26,Currently married by age of woman (Number),428222.2
Bangladesh,1970,Female,27,Currently married by age of woman (Number),428222.2
Bangladesh,1970,Female,28,Currently married by age of woman (Number),428222.2
Bangladesh,1970,Female,29,Currently married by age of woman (Number),428222.2
Bangladesh,1970,Female,30,Currently married by age of woman (Number),359308.2
Bangladesh,1970,Female,31,Currently married by age of woman (Number),359308.2
Bangladesh,1970,Female,32,Currently married by age of woman (Number),359308.2
Bangladesh,1970,Female,33,Currently married by age of woman (Number),359308.2
Bangladesh,1970,Female,34,Currently married by age of woman (Number),359308.2
Bangladesh,1970,Female,35,Currently married by age of woman (Number),296068.8
Bangladesh,1970,Female,36,Currently married by age of woman (Number),296068.8
Bangladesh,1970,Female,37,Currently married by age of woman (Number),296068.8
Bangladesh,1970,Female,38,Currently married by age of woman (Number),296068.8
Bangladesh,1970,Female,39,Currently married by age of woman (Number),296068.8
Bangladesh,1970,Female,40,Currently married by age of woman (Number),231809.0
Bangladesh,1970,Female,41,Currently married by age of woman (Number),231809.0
Bangladesh,1970,Female,42,Currently married by age of woman (Number),231809.0
Bangladesh,1970,Female,43,Currently married by age of woman (Number),231809.0
Bangladesh,1970,Female,44,Currently married by age of woman (Number),231809.0
Bangladesh,1970,Female,45,Currently married by age of woman (Number),182142.2
Bangladesh,1970,Female,46,Currently married by age of woman (Number),182142.2
Bangladesh,1970,Female,47,Currently married by age of woman (Number),182142.2
Bangladesh,1970,Female,48,Currently married by age of woman (Number),182142.2
Bangladesh,1970,Female,49,Currently married by age of woman (Number),182142.2
Bangladesh,1971,Female,15,Currently married by age of woman (Number),463627.4
Bangladesh,1971,Female,16,Currently married by age of woman (Number),463627.4
Bangladesh,1971,Female,17,Currently married by age of woman (Number),463627.4
Bangladesh,1971,Female,18,Currently married by age of woman (Number),463627.4
Bangladesh,1971,Female,19,Currently married by age of woman (Number),463627.4
Bangladesh,1971,Female,20,Currently married by age of woman (Number),481386.0
Bangladesh,1971,Female,21,Currently married by age of woman (Number),481386.0
Bangladesh,1971,Female,22,Currently married by age of woman (Number),481386.0
Bangladesh,1971,Female,23,Currently married by age of woman (Number),481386.0
Bangladesh,1971,Female,24,Currently married by age of woman (Number),481386.0
Bangladesh,1971,Female,25,Currently married by age of woman (Number),435423.6
Bangladesh,1971,Female,26,Currently married by age of woman (Number),435423.6
Bangladesh,1971,Female,27,Currently married by age of woman (Number),435423.6
Bangladesh,1971,Female,28,Currently married by age of woman (Number),435423.6
Bangladesh,1971,Female,29,Currently married by age of woman (Number),435423.6
Bangladesh,1971,Female,30,Currently married by age of woman (Number),364651.2
Bangladesh,1971,Female,31,Currently married by age of woman (Number),364651.2
Bangladesh,1971,Female,32,Currently married by age of woman (Number),364651.2
Bangladesh,1971,Female,33,Currently married by age of woman (Number),364651.2
Bangladesh,1971,Female,34,Currently married by age of woman (Number),364651.2
Bangladesh,1971,Female,35,Currently married by age of woman (Number),299903.0
Bangladesh,1971,Female,36,Currently married by age of woman (Number),299903.0
Bangladesh,1971,Female,37,Currently married by age of woman (Number),299903.0
Bangladesh,1971,Female,38,Currently married by age of woman (Number),299903.0
Bangladesh,1971,Female,39,Currently married by age of woman (Number),299903.0
Bangladesh,1971,Female,40,Currently married by age of woman (Number),234960.4
Bangladesh,1971,Female,41,Currently married by age of woman (Number),234960.4
Bangladesh,1971,Female,42,Currently married by age of woman (Number),234960.4
Bangladesh,1971,Female,43,Currently married by age of woman (Number),234960.4
Bangladesh,1971,Female,44,Currently married by age of woman (Number),234960.4
Bangladesh,1971,Female,45,Currently married by age of woman (Number),185418.0
Bangladesh,1971,Female,46,Currently married by age of woman (Number),185418.0
Bangladesh,1971,Female,47,Currently married by age of woman (Number),185418.0
Bangladesh,1971,Female,48,Currently married by age of woman (Number),185418.0
Bangladesh,1971,Female,49,Currently married by age of woman (Number),185418.0
Bangladesh,1972,Female,15,Currently married by age of woman (Number),479449.6
Bangladesh,1972,Female,16,Currently married by age of woman (Number),479449.6
Bangladesh,1972,Female,17,Currently married by age of woman (Number),479449.6
Bangladesh,1972,Female,18,Currently married by age of woman (Number),479449.6
Bangladesh,1972,Female,19,Currently married by age of woman (Number),479449.6
Bangladesh,1972,Female,20,Currently married by age of woman (Number),486486.8
Bangladesh,1972,Female,21,Currently married by age of woman (Number),486486.8
Bangladesh,1972,Female,22,Currently married by age of woman (Number),486486.8
Bangladesh,1972,Female,23,Currently married by age of woman (Number),486486.8
Bangladesh,1972,Female,24,Currently married by age of woman (Number),486486.8
Bangladesh,1972,Female,25,Currently married by age of woman (Number),439210.8
Bangladesh,1972,Female,26,Currently married by age of woman (Number),439210.8
Bangladesh,1972,Female,27,Currently married by age of woman (Number),439210.8
Bangladesh,1972,Female,28,Currently married by age of woman (Number),439210.8
Bangladesh,1972,Female,29,Currently married by age of woman (Number),439210.8
Bangladesh,1972,Female,30,Currently married by age of woman (Number),367462.6
Bangladesh,1972,Female,31,Currently married by age of woman (Number),367462.6
Bangladesh,1972,Female,32,Currently married by age of woman (Number),367462.6
Bangladesh,1972,Female,33,Currently married by age of woman (Number),367462.6
Bangladesh,1972,Female,34,Currently married by age of woman (Number),367462.6
Bangladesh,1972,Female,35,Currently married by age of woman (Number),302389.0
Bangladesh,1972,Female,36,Currently married by age of woman (Number),302389.0
Bangladesh,1972,Female,37,Currently married by age of woman (Number),302389.0
Bangladesh,1972,Female,38,Currently married by age of woman (Number),302389.0
Bangladesh,1972,Female,39,Currently married by age of woman (Number),302389.0
Bangladesh,1972,Female,40,Currently married by age of woman (Number),236275.6
Bangladesh,1972,Female,41,Currently married by age of woman (Number),236275.6
Bangladesh,1972,Female,42,Currently married by age of woman (Number),236275.6
Bangladesh,1972,Female,43,Currently married by age of woman (Number),236275.6
Bangladesh,1972,Female,44,Currently married by age of woman (Number),236275.6
Bangladesh,1972,Female,45,Currently married by age of woman (Number),186723.8
Bangladesh,1972,Female,46,Currently married by age of woman (Number),186723.8
Bangladesh,1972,Female,47,Currently married by age of woman (Number),186723.8
Bangladesh,1972,Female,48,Currently married by age of woman (Number),186723.8
Bangladesh,1972,Female,49,Currently married by age of woman (Number),186723.8
Bangladesh,1973,Female,15,Currently married by age of woman (Number),498046.0
Bangladesh,1973,Female,16,Currently married by age of woman (Number),498046.0
Bangladesh,1973,Female,17,Currently married by age of woman (Number),498046.0
Bangladesh,1973,Female,18,Currently married by age of woman (Number),498046.0
Bangladesh,1973,Female,19,Currently married by age of woman (Number),498046.0
Bangladesh,1973,Female,20,Currently married by age of woman (Number),497103.2
Bangladesh,1973,Female,21,Currently married by age of woman (Number),497103.2
Bangladesh,1973,Female,22,Currently married by age of woman (Number),497103.2
Bangladesh,1973,Female,23,Currently married by age of woman (Number),497103.2
Bangladesh,1973,Female,24,Currently married by age of woman (Number),497103.2
Bangladesh,1973,Female,25,Currently married by age of woman (Number),443924.4
Bangladesh,1973,Female,26,Currently married by age of woman (Number),443924.4
Bangladesh,1973,Female,27,Currently married by age of woman (Number),443924.4
Bangladesh,1973,Female,28,Currently married by age of woman (Number),443924.4
Bangladesh,1973,Female,29,Currently married by age of woman (Number),443924.4
Bangladesh,1973,Female,30,Currently married by age of woman (Number),372062.2
Bangladesh,1973,Female,31,Currently married by age of woman (Number),372062.2
Bangladesh,1973,Female,32,Currently married by age of woman (Number),372062.2
Bangladesh,1973,Female,33,Currently married by age of woman (Number),372062.2
Bangladesh,1973,Female,34,Currently married by age of woman (Number),372062.2
Bangladesh,1973,Female,35,Currently married by age of woman (Number),307298.6
Bangladesh,1973,Female,36,Currently married by age of woman (Number),307298.6
Bangladesh,1973,Female,37,Currently married by age of woman (Number),307298.6
Bangladesh,1973,Female,38,Currently married by age of woman (Number),307298.6
Bangladesh,1973,Female,39,Currently married by age of woman (Number),307298.6
Bangladesh,1973,Female,40,Currently married by age of woman (Number),239907.0
Bangladesh,1973,Female,41,Currently married by age of woman (Number),239907.0
Bangladesh,1973,Female,42,Currently married by age of woman (Number),239907.0
Bangladesh,1973,Female,43,Currently married by age of woman (Number),239907.0
Bangladesh,1973,Female,44,Currently married by age of woman (Number),239907.0
Bangladesh,1973,Female,45,Currently married by age of woman (Number),190359.0
Bangladesh,1973,Female,46,Currently married by age of woman (Number),190359.0
Bangladesh,1973,Female,47,Currently married by age of woman (Number),190359.0
Bangladesh,1973,Female,48,Currently married by age of woman (Number),190359.0
Bangladesh,1973,Female,49,Currently married by age of woman (Number),190359.0
Bangladesh,1974,Female,15,Currently married by age of woman (Number),517689.8
Bangladesh,1974,Female,16,Currently married by age of woman (Number),517689.8
Bangladesh,1974,Female,17,Currently married by age of woman (Number),517689.8
Bangladesh,1974,Female,18,Currently married by age of woman (Number),517689.8
Bangladesh,1974,Female,19,Currently married by age of woman (Number),517689.8
Bangladesh,1974,Female,20,Currently married by age of woman (Number),515177.2
Bangladesh,1974,Female,21,Currently married by age of woman (Number),515177.2
Bangladesh,1974,Female,22,Currently married by age of woman (Number),515177.2
Bangladesh,1974,Female,23,Currently married by age of woman (Number),515177.2
Bangladesh,1974,Female,24,Currently married by age of woman (Number),515177.2
Bangladesh,1974,Female,25,Currently married by age of woman (Number),444497.4
Bangladesh,1974,Female,26,Currently married by age of woman (Number),444497.4
Bangladesh,1974,Female,27,Currently married by age of woman (Number),444497.4
Bangladesh,1974,Female,28,Currently married by age of woman (Number),444497.4
Bangladesh,1974,Female,29,Currently married by age of woman (Number),444497.4
Bangladesh,1974,Female,30,Currently married by age of woman (Number),377141.8
Bangladesh,1974,Female,31,Currently married by age of woman (Number),377141.8
Bangladesh,1974,Female,32,Currently married by age of woman (Number),377141.8
Bangladesh,1974,Female,33,Currently married by age of woman (Number),377141.8
Bangladesh,1974,Female,34,Currently married by age of woman (Number),377141.8
Bangladesh,1974,Female,35,Currently married by age of woman (Number),312448.6
Bangladesh,1974,Female,36,Currently married by age of woman (Number),312448.6
Bangladesh,1974,Female,37,Currently married by age of woman (Number),312448.6
Bangladesh,1974,Female,38,Currently married by age of woman (Number),312448.6
Bangladesh,1974,Female,39,Currently married by age of woman (Number),312448.6
Bangladesh,1974,Female,40,Currently married by age of woman (Number),243593.8
Bangladesh,1974,Female,41,Currently married by age of woman (Number),243593.8
Bangladesh,1974,Female,42,Currently married by age of woman (Number),243593.8
Bangladesh,1974,Female,43,Currently married by age of woman (Number),243593.8
Bangladesh,1974,Female,44,Currently married by age of woman (Number),243593.8
Bangladesh,1974,Female,45,Currently married by age of woman (Number),193931.2
Bangladesh,1974,Female,46,Currently married by age of woman (Number),193931.2
Bangladesh,1974,Female,47,Currently married by age of woman (Number),193931.2
Bangladesh,1974,Female,48,Currently married by age of woman (Number),193931.2
Bangladesh,1974,Female,49,Currently married by age of woman (Number),193931.2
Bangladesh,1975,Female,15,Currently married by age of woman (Number),528010.4
Bangladesh,1975,Female,16,Currently married by age of woman (Number),528010.4
Bangladesh,1975,Female,17,Currently married by age of woman (Number),528010.4
Bangladesh,1975,Female,18,Currently married by age of woman (Number),528010.4
Bangladesh,1975,Female,19,Currently married by age of woman (Number),528010.4
Bangladesh,1975,Female,20,Currently married by age of woman (Number),534595.2
Bangladesh,1975,Female,21,Currently married by age of woman (Number),534595.2
Bangladesh,1975,Female,22,Currently married by age of woman (Number),534595.2
Bangladesh,1975,Female,23,Currently married by age of woman (Number),534595.2
Bangladesh,1975,Female,24,Currently married by age of woman (Number),534595.2
Bangladesh,1975,Female,25,Currently married by age of woman (Number),442658.0
Bangladesh,1975,Female,26,Currently married by age of woman (Number),442658.0
Bangladesh,1975,Female,27,Currently married by age of woman (Number),442658.0
Bangladesh,1975,Female,28,Currently married by age of woman (Number),442658.0
Bangladesh,1975,Female,29,Currently married by age of woman (Number),442658.0
Bangladesh,1975,Female,30,Currently married by age of woman (Number),382215.6
Bangladesh,1975,Female,31,Currently married by age of woman (Number),382215.6
Bangladesh,1975,Female,32,Currently married by age of woman (Number),382215.6
Bangladesh,1975,Female,33,Currently married by age of woman (Number),382215.6
Bangladesh,1975,Female,34,Currently married by age of woman (Number),382215.6
Bangladesh,1975,Female,35,Currently married by age of woman (Number),317290.0
Bangladesh,1975,Female,36,Currently married by age of woman (Number),317290.0
Bangladesh,1975,Female,37,Currently married by age of woman (Number),317290.0
Bangladesh,1975,Female,38,Currently married by age of woman (Number),317290.0
Bangladesh,1975,Female,39,Currently married by age of woman (Number),317290.0
Bangladesh,1975,Female,40,Currently married by age of woman (Number),247716.6
Bangladesh,1975,Female,41,Currently married by age of woman (Number),247716.6
Bangladesh,1975,Female,42,Currently married by age of woman (Number),247716.6
Bangladesh,1975,Female,43,Currently married by age of woman (Number),247716.6
Bangladesh,1975,Female,44,Currently married by age of woman (Number),247716.6
Bangladesh,1975,Female,45,Currently married by age of woman (Number),198171.4
Bangladesh,1975,Female,46,Currently married by age of woman (Number),198171.4
Bangladesh,1975,Female,47,Currently married by age of woman (Number),198171.4
Bangladesh,1975,Female,48,Currently married by age of woman (Number),198171.4
Bangladesh,1975,Female,49,Currently married by age of woman (Number),198171.4
Bangladesh,1976,Female,15,Currently married by age of woman (Number),532708.8
Bangladesh,1976,Female,16,Currently married by age of woman (Number),532708.8
Bangladesh,1976,Female,17,Currently married by age of woman (Number),532708.8
Bangladesh,1976,Female,18,Currently married by age of woman (Number),532708.8
Bangladesh,1976,Female,19,Currently married by age of woman (Number),532708.8
Bangladesh,1976,Female,20,Currently married by age of woman (Number),561765.0
Bangladesh,1976,Female,21,Currently married by age of woman (Number),561765.0
Bangladesh,1976,Female,22,Currently married by age of woman (Number),561765.0
Bangladesh,1976,Female,23,Currently married by age of woman (Number),561765.0
Bangladesh,1976,Female,24,Currently married by age of woman (Number),561765.0
Bangladesh,1976,Female,25,Currently married by age of woman (Number),455292.8
Bangladesh,1976,Female,26,Currently married by age of woman (Number),455292.8
Bangladesh,1976,Female,27,Currently married by age of woman (Number),455292.8
Bangladesh,1976,Female,28,Currently married by age of woman (Number),455292.8
Bangladesh,1976,Female,29,Currently married by age of woman (Number),455292.8
Bangladesh,1976,Female,30,Currently married by age of woman (Number),391140.0
Bangladesh,1976,Female,31,Currently married by age of woman (Number),391140.0
Bangladesh,1976,Female,32,Currently married by age of woman (Number),391140.0
Bangladesh,1976,Female,33,Currently married by age of woman (Number),391140.0
Bangladesh,1976,Female,34,Currently married by age of woman (Number),391140.0
Bangladesh,1976,Female,35,Currently married by age of woman (Number),323165.8
Bangladesh,1976,Female,36,Currently married by age of woman (Number),323165.8
Bangladesh,1976,Female,37,Currently married by age of woman (Number),323165.8
Bangladesh,1976,Female,38,Currently married by age of woman (Number),323165.8
Bangladesh,1976,Female,39,Currently married by age of woman (Number),323165.8
Bangladesh,1976,Female,40,Currently married by age of woman (Number),251789.6
Bangladesh,1976,Female,41,Currently married by age of woman (Number),251789.6
Bangladesh,1976,Female,42,Currently married by age of woman (Number),251789.6
Bangladesh,1976,Female,43,Currently married by age of woman (Number),251789.6
Bangladesh,1976,Female,44,Currently married by age of woman (Number),251789.6
Bangladesh,1976,Female,45,Currently married by age of woman (Number),201586.4
Bangladesh,1976,Female,46,Currently married by age of woman (Number),201586.4
Bangladesh,1976,Female,47,Currently married by age of woman (Number),201586.4
Bangladesh,1976,Female,48,Currently married by age of woman (Number),201586.4
Bangladesh,1976,Female,49,Currently married by age of woman (Number),201586.4
Bangladesh,1977,Female,15,Currently married by age of woman (Number),532656.0
Bangladesh,1977,Female,16,Currently married by age of woman (Number),532656.0
Bangladesh,1977,Female,17,Currently married by age of woman (Number),532656.0
Bangladesh,1977,Female,18,Currently married by age of woman (Number),532656.0
Bangladesh,1977,Female,19,Currently married by age of woman (Number),532656.0
Bangladesh,1977,Female,20,Currently married by age of woman (Number),587828.8
Bangladesh,1977,Female,21,Currently married by age of woman (Number),587828.8
Bangladesh,1977,Female,22,Currently married by age of woman (Number),587828.8
Bangladesh,1977,Female,23,Currently married by age of woman (Number),587828.8
Bangladesh,1977,Female,24,Currently married by age of woman (Number),587828.8
Bangladesh,1977,Female,25,Currently married by age of woman (Number),472936.4
Bangladesh,1977,Female,26,Currently married by age of woman (Number),472936.4
Bangladesh,1977,Female,27,Currently married by age of woman (Number),472936.4
Bangladesh,1977,Female,28,Currently married by age of woman (Number),472936.4
Bangladesh,1977,Female,29,Currently married by age of woman (Number),472936.4
Bangladesh,1977,Female,30,Currently married by age of woman (Number),400425.4
Bangladesh,1977,Female,31,Currently married by age of woman (Number),400425.4
Bangladesh,1977,Female,32,Currently married by age of woman (Number),400425.4
Bangladesh,1977,Female,33,Currently married by age of woman (Number),400425.4
Bangladesh,1977,Female,34,Currently married by age of woman (Number),400425.4
Bangladesh,1977,Female,35,Currently married by age of woman (Number),328516.2
Bangladesh,1977,Female,36,Currently married by age of woman (Number),328516.2
Bangladesh,1977,Female,37,Currently married by age of woman (Number),328516.2
Bangladesh,1977,Female,38,Currently married by age of woman (Number),328516.2
Bangladesh,1977,Female,39,Currently married by age of woman (Number),328516.2
Bangladesh,1977,Female,40,Currently married by age of woman (Number),255894.2
Bangladesh,1977,Female,41,Currently married by age of woman (Number),255894.2
Bangladesh,1977,Female,42,Currently married by age of woman (Number),255894.2
Bangladesh,1977,Female,43,Currently married by age of woman (Number),255894.2
Bangladesh,1977,Female,44,Currently married by age of woman (Number),255894.2
Bangladesh,1977,Female,45,Currently married by age of woman (Number),204498.8
Bangladesh,1977,Female,46,Currently married by age of woman (Number),204498.8
Bangladesh,1977,Female,47,Currently married by age of woman (Number),204498.8
Bangladesh,1977,Female,48,Currently married by age of woman (Number),204498.8
Bangladesh,1977,Female,49,Currently married by age of woman (Number),204498.8
Bangladesh,1978,Female,15,Currently married by age of woman (Number),532526.6
Bangladesh,1978,Female,16,Currently married by age of woman (Number),532526.6
Bangladesh,1978,Female,17,Currently married by age of woman (Number),532526.6
Bangladesh,1978,Female,18,Currently married by age of woman (Number),532526.6
Bangladesh,1978,Female,19,Currently married by age of woman (Number),532526.6
Bangladesh,1978,Female,20,Currently married by age of woman (Number),610827.6
Bangladesh,1978,Female,21,Currently married by age of woman (Number),610827.6
Bangladesh,1978,Female,22,Currently married by age of woman (Number),610827.6
Bangladesh,1978,Female,23,Currently married by age of woman (Number),610827.6
Bangladesh,1978,Female,24,Currently married by age of woman (Number),610827.6
Bangladesh,1978,Female,25,Currently married by age of woman (Number),494060.6
Bangladesh,1978,Female,26,Currently married by age of woman (Number),494060.6
Bangladesh,1978,Female,27,Currently married by age of woman (Number),494060.6
Bangladesh,1978,Female,28,Currently married by age of woman (Number),494060.6
Bangladesh,1978,Female,29,Currently married by age of woman (Number),494060.6
Bangladesh,1978,Female,30,Currently married by age of woman (Number),410348.4
Bangladesh,1978,Female,31,Currently married by age of woman (Number),410348.4
Bangladesh,1978,Female,32,Currently married by age of woman (Number),410348.4
Bangladesh,1978,Female,33,Currently married by age of woman (Number),410348.4
Bangladesh,1978,Female,34,Currently married by age of woman (Number),410348.4
Bangladesh,1978,Female,35,Currently married by age of woman (Number),334772.2
Bangladesh,1978,Female,36,Currently married by age of woman (Number),334772.2
Bangladesh,1978,Female,37,Currently married by age of woman (Number),334772.2
Bangladesh,1978,Female,38,Currently married by age of woman (Number),334772.2
Bangladesh,1978,Female,39,Currently married by age of woman (Number),334772.2
Bangladesh,1978,Female,40,Currently married by age of woman (Number),261310.4
Bangladesh,1978,Female,41,Currently married by age of woman (Number),261310.4
Bangladesh,1978,Female,42,Currently married by age of woman (Number),261310.4
Bangladesh,1978,Female,43,Currently married by age of woman (Number),261310.4
Bangladesh,1978,Female,44,Currently married by age of woman (Number),261310.4
Bangladesh,1978,Female,45,Currently married by age of woman (Number),208166.8
Bangladesh,1978,Female,46,Currently married by age of woman (Number),208166.8
Bangladesh,1978,Female,47,Currently married by age of woman (Number),208166.8
Bangladesh,1978,Female,48,Currently married by age of woman (Number),208166.8
Bangladesh,1978,Female,49,Currently married by age of woman (Number),208166.8
Bangladesh,1979,Female,15,Currently married by age of woman (Number),528942.6
Bangladesh,1979,Female,16,Currently married by age of woman (Number),528942.6
Bangladesh,1979,Female,17,Currently married by age of woman (Number),528942.6
Bangladesh,1979,Female,18,Currently married by age of woman (Number),528942.6
Bangladesh,1979,Female,19,Currently married by age of woman (Number),528942.6
Bangladesh,1979,Female,20,Currently married by age of woman (Number),631117.4
Bangladesh,1979,Female,21,Currently married by age of woman (Number),631117.4
Bangladesh,1979,Female,22,Currently married by age of woman (Number),631117.4
Bangladesh,1979,Female,23,Currently married by age of woman (Number),631117.4
Bangladesh,1979,Female,24,Currently married by age of woman (Number),631117.4
Bangladesh,1979,Female,25,Currently married by age of woman (Number),522308.0
Bangladesh,1979,Female,26,Currently married by age of woman (Number),522308.0
Bangladesh,1979,Female,27,Currently married by age of woman (Number),522308.0
Bangladesh,1979,Female,28,Currently married by age of woman (Number),522308.0
Bangladesh,1979,Female,29,Currently married by age of woman (Number),522308.0
Bangladesh,1979,Female,30,Currently married by age of woman (Number),417154.6
Bangladesh,1979,Female,31,Currently married by age of woman (Number),417154.6
Bangladesh,1979,Female,32,Currently married by age of woman (Number),417154.6
Bangladesh,1979,Female,33,Currently married by age of woman (Number),417154.6
Bangladesh,1979,Female,34,Currently married by age of woman (Number),417154.6
Bangladesh,1979,Female,35,Currently married by age of woman (Number),341517.8
Bangladesh,1979,Female,36,Currently married by age of woman (Number),341517.8
Bangladesh,1979,Female,37,Currently married by age of woman (Number),341517.8
Bangladesh,1979,Female,38,Currently married by age of woman (Number),341517.8
Bangladesh,1979,Female,39,Currently married by age of woman (Number),341517.8
Bangladesh,1979,Female,40,Currently married by age of woman (Number),266896.4
Bangladesh,1979,Female,41,Currently married by age of woman (Number),266896.4
Bangladesh,1979,Female,42,Currently married by age of woman (Number),266896.4
Bangladesh,1979,Female,43,Currently married by age of woman (Number),266896.4
Bangladesh,1979,Female,44,Currently married by age of woman (Number),266896.4
Bangladesh,1979,Female,45,Currently married by age of woman (Number),211788.6
Bangladesh,1979,Female,46,Currently married by age of woman (Number),211788.6
Bangladesh,1979,Female,47,Currently married by age of woman (Number),211788.6
Bangladesh,1979,Female,48,Currently married by age of woman (Number),211788.6
Bangladesh,1979,Female,49,Currently married by age of woman (Number),211788.6
Bangladesh,1980,Female,15,Currently married by age of woman (Number),523090.2
Bangladesh,1980,Female,16,Currently married by age of woman (Number),523090.2
Bangladesh,1980,Female,17,Currently married by age of woman (Number),523090.2
Bangladesh,1980,Female,18,Currently married by age of woman (Number),523090.2
Bangladesh,1980,Female,19,Currently married by age of woman (Number),523090.2
Bangladesh,1980,Female,20,Currently married by age of woman (Number),648241.0
Bangladesh,1980,Female,21,Currently married by age of woman (Number),648241.0
Bangladesh,1980,Female,22,Currently married by age of woman (Number),648241.0
Bangladesh,1980,Female,23,Currently married by age of woman (Number),648241.0
Bangladesh,1980,Female,24,Currently married by age of woman (Number),648241.0
Bangladesh,1980,Female,25,Currently married by age of woman (Number),554160.4
Bangladesh,1980,Female,26,Currently married by age of woman (Number),554160.4
Bangladesh,1980,Female,27,Currently married by age of woman (Number),554160.4
Bangladesh,1980,Female,28,Currently married by age of woman (Number),554160.4
Bangladesh,1980,Female,29,Currently married by age of woman (Number),554160.4
Bangladesh,1980,Female,30,Currently married by age of woman (Number),424303.2
Bangladesh,1980,Female,31,Currently married by age of woman (Number),424303.2
Bangladesh,1980,Female,32,Currently married by age of woman (Number),424303.2
Bangladesh,1980,Female,33,Currently married by age of woman (Number),424303.2
Bangladesh,1980,Female,34,Currently married by age of woman (Number),424303.2
Bangladesh,1980,Female,35,Currently married by age of woman (Number),349415.6
Bangladesh,1980,Female,36,Currently married by age of woman (Number),349415.6
Bangladesh,1980,Female,37,Currently married by age of woman (Number),349415.6
Bangladesh,1980,Female,38,Currently married by age of woman (Number),349415.6
Bangladesh,1980,Female,39,Currently married by age of woman (Number),349415.6
Bangladesh,1980,Female,40,Currently married by age of woman (Number),272559.2
Bangladesh,1980,Female,41,Currently married by age of woman (Number),272559.2
Bangladesh,1980,Female,42,Currently married by age of woman (Number),272559.2
Bangladesh,1980,Female,43,Currently married by age of woman (Number),272559.2
Bangladesh,1980,Female,44,Currently married by age of woman (Number),272559.2
Bangladesh,1980,Female,45,Currently married by age of woman (Number),215597.0
Bangladesh,1980,Female,46,Currently married by age of woman (Number),215597.0
Bangladesh,1980,Female,47,Currently married by age of woman (Number),215597.0
Bangladesh,1980,Female,48,Currently married by age of woman (Number),215597.0
Bangladesh,1980,Female,49,Currently married by age of woman (Number),215597.0
Bangladesh,1981,Female,15,Currently married by age of woman (Number),517387.8
Bangladesh,1981,Female,16,Currently married by age of woman (Number),517387.8
Bangladesh,1981,Female,17,Currently married by age of woman (Number),517387.8
Bangladesh,1981,Female,18,Currently married by age of woman (Number),517387.8
Bangladesh,1981,Female,19,Currently married by age of woman (Number),517387.8
Bangladesh,1981,Female,20,Currently married by age of woman (Number),662383.8
Bangladesh,1981,Female,21,Currently married by age of woman (Number),662383.8
Bangladesh,1981,Female,22,Currently married by age of woman (Number),662383.8
Bangladesh,1981,Female,23,Currently married by age of woman (Number),662383.8
Bangladesh,1981,Female,24,Currently married by age of woman (Number),662383.8
Bangladesh,1981,Female,25,Currently married by age of woman (Number),582344.2
Bangladesh,1981,Female,26,Currently married by age of woman (Number),582344.2
Bangladesh,1981,Female,27,Currently married by age of woman (Number),582344.2
Bangladesh,1981,Female,28,Currently married by age of woman (Number),582344.2
Bangladesh,1981,Female,29,Currently married by age of woman (Number),582344.2
Bangladesh,1981,Female,30,Currently married by age of woman (Number),437658.4
Bangladesh,1981,Female,31,Currently married by age of woman (Number),437658.4
Bangladesh,1981,Female,32,Currently married by age of woman (Number),437658.4
Bangladesh,1981,Female,33,Currently married by age of woman (Number),437658.4
Bangladesh,1981,Female,34,Currently married by age of woman (Number),437658.4
Bangladesh,1981,Female,35,Currently married by age of woman (Number),358797.2
Bangladesh,1981,Female,36,Currently married by age of woman (Number),358797.2
Bangladesh,1981,Female,37,Currently married by age of woman (Number),358797.2
Bangladesh,1981,Female,38,Currently married by age of woman (Number),358797.2
Bangladesh,1981,Female,39,Currently married by age of woman (Number),358797.2
Bangladesh,1981,Female,40,Currently married by age of woman (Number),278850.0
Bangladesh,1981,Female,41,Currently married by age of woman (Number),278850.0
Bangladesh,1981,Female,42,Currently married by age of woman (Number),278850.0
Bangladesh,1981,Female,43,Currently married by age of woman (Number),278850.0
Bangladesh,1981,Female,44,Currently married by age of woman (Number),278850.0
Bangladesh,1981,Female,45,Currently married by age of woman (Number),220144.4
Bangladesh,1981,Female,46,Currently married by age of woman (Number),220144.4
Bangladesh,1981,Female,47,Currently married by age of woman (Number),220144.4
Bangladesh,1981,Female,48,Currently married by age of woman (Number),220144.4
Bangladesh,1981,Female,49,Currently married by age of woman (Number),220144.4
Bangladesh,1982,Female,15,Currently married by age of woman (Number),516287.6
Bangladesh,1982,Female,16,Currently married by age of woman (Number),516287.6
Bangladesh,1982,Female,17,Currently married by age of woman (Number),516287.6
