kraj,rok,płeć,wiek,IndicatorName,wartość
Brazil,1975,Female,37,Currently married by age of woman (Number),473526.4
Brazil,1975,Female,38,Currently married by age of woman (Number),473526.4
Brazil,1975,Female,39,Currently married by age of woman (Number),473526.4
Brazil,1975,Female,40,Currently married by age of woman (Number),404712.6
Brazil,1975,Female,41,Currently married by age of woman (Number),404712.6
Brazil,1975,Female,42,Currently married by age of woman (Number),404712.6
Brazil,1975,Female,43,Currently married by age of woman (Number),404712.6
Brazil,1975,Female,44,Currently married by age of woman (Number),404712.6
Brazil,1975,Female,45,Currently married by age of woman (Number),332228.4
Brazil,1975,Female,46,Currently married by age of woman (Number),332228.4
Brazil,1975,Female,47,Currently married by age of woman (Number),332228.4
Brazil,1975,Female,48,Currently married by age of woman (Number),332228.4
Brazil,1975,Female,49,Currently married by age of woman (Number),332228.4
Brazil,1976,Female,15,Currently married by age of woman (Number),156261.8
Brazil,1976,Female,16,Currently married by age of woman (Number),156261.8
Brazil,1976,Female,17,Currently married by age of woman (Number),156261.8
Brazil,1976,Female,18,Currently married by age of woman (Number),156261.8
Brazil,1976,Female,19,Currently married by age of woman (Number),156261.8
Brazil,1976,Female,20,Currently married by age of woman (Number),486302.8
Brazil,1976,Female,21,Currently married by age of woman (Number),486302.8
Brazil,1976,Female,22,Currently married by age of woman (Number),486302.8
Brazil,1976,Female,23,Currently married by age of woman (Number),486302.8
Brazil,1976,Female,24,Currently married by age of woman (Number),486302.8
Brazil,1976,Female,25,Currently married by age of woman (Number),604281.0
Brazil,1976,Female,26,Currently married by age of woman (Number),604281.0
Brazil,1976,Female,27,Currently married by age of woman (Number),604281.0
Brazil,1976,Female,28,Currently married by age of woman (Number),604281.0
Brazil,1976,Female,29,Currently married by age of woman (Number),604281.0
Brazil,1976,Female,30,Currently married by age of woman (Number),542993.6
Brazil,1976,Female,31,Currently married by age of woman (Number),542993.6
Brazil,1976,Female,32,Currently married by age of woman (Number),542993.6
Brazil,1976,Female,33,Currently married by age of woman (Number),542993.6
Brazil,1976,Female,34,Currently married by age of woman (Number),542993.6
Brazil,1976,Female,35,Currently married by age of woman (Number),485181.8
Brazil,1976,Female,36,Currently married by age of woman (Number),485181.8
Brazil,1976,Female,37,Currently married by age of woman (Number),485181.8
Brazil,1976,Female,38,Currently married by age of woman (Number),485181.8
Brazil,1976,Female,39,Currently married by age of woman (Number),485181.8
Brazil,1976,Female,40,Currently married by age of woman (Number),411960.0
Brazil,1976,Female,41,Currently married by age of woman (Number),411960.0
Brazil,1976,Female,42,Currently married by age of woman (Number),411960.0
Brazil,1976,Female,43,Currently married by age of woman (Number),411960.0
Brazil,1976,Female,44,Currently married by age of woman (Number),411960.0
Brazil,1976,Female,45,Currently married by age of woman (Number),343032.2
Brazil,1976,Female,46,Currently married by age of woman (Number),343032.2
Brazil,1976,Female,47,Currently married by age of woman (Number),343032.2
Brazil,1976,Female,48,Currently married by age of woman (Number),343032.2
Brazil,1976,Female,49,Currently married by age of woman (Number),343032.2
Brazil,1977,Female,15,Currently married by age of woman (Number),162513.8
Brazil,1977,Female,16,Currently married by age of woman (Number),162513.8
Brazil,1977,Female,17,Currently married by age of woman (Number),162513.8
Brazil,1977,Female,18,Currently married by age of woman (Number),162513.8
Brazil,1977,Female,19,Currently married by age of woman (Number),162513.8
Brazil,1977,Female,20,Currently married by age of woman (Number),501754.4
Brazil,1977,Female,21,Currently married by age of woman (Number),501754.4
Brazil,1977,Female,22,Currently married by age of woman (Number),501754.4
Brazil,1977,Female,23,Currently married by age of woman (Number),501754.4
Brazil,1977,Female,24,Currently married by age of woman (Number),501754.4
Brazil,1977,Female,25,Currently married by age of woman (Number),631986.6
Brazil,1977,Female,26,Currently married by age of woman (Number),631986.6
Brazil,1977,Female,27,Currently married by age of woman (Number),631986.6
Brazil,1977,Female,28,Currently married by age of woman (Number),631986.6
Brazil,1977,Female,29,Currently married by age of woman (Number),631986.6
Brazil,1977,Female,30,Currently married by age of woman (Number),558033.6
Brazil,1977,Female,31,Currently married by age of woman (Number),558033.6
Brazil,1977,Female,32,Currently married by age of woman (Number),558033.6
Brazil,1977,Female,33,Currently married by age of woman (Number),558033.6
Brazil,1977,Female,34,Currently married by age of woman (Number),558033.6
Brazil,1977,Female,35,Currently married by age of woman (Number),497122.2
Brazil,1977,Female,36,Currently married by age of woman (Number),497122.2
Brazil,1977,Female,37,Currently married by age of woman (Number),497122.2
Brazil,1977,Female,38,Currently married by age of woman (Number),497122.2
Brazil,1977,Female,39,Currently married by age of woman (Number),497122.2
Brazil,1977,Female,40,Currently married by age of woman (Number),419591.0
Brazil,1977,Female,41,Currently married by age of woman (Number),419591.0
Brazil,1977,Female,42,Currently married by age of woman (Number),419591.0
Brazil,1977,Female,43,Currently married by age of woman (Number),419591.0
Brazil,1977,Female,44,Currently married by age of woman (Number),419591.0
Brazil,1977,Female,45,Currently married by age of woman (Number),353363.4
Brazil,1977,Female,46,Currently married by age of woman (Number),353363.4
Brazil,1977,Female,47,Currently married by age of woman (Number),353363.4
Brazil,1977,Female,48,Currently married by age of woman (Number),353363.4
Brazil,1977,Female,49,Currently married by age of woman (Number),353363.4
Brazil,1978,Female,15,Currently married by age of woman (Number),168711.8
Brazil,1978,Female,16,Currently married by age of woman (Number),168711.8
Brazil,1978,Female,17,Currently married by age of woman (Number),168711.8
Brazil,1978,Female,18,Currently married by age of woman (Number),168711.8
Brazil,1978,Female,19,Currently married by age of woman (Number),168711.8
Brazil,1978,Female,20,Currently married by age of woman (Number),518322.8
Brazil,1978,Female,21,Currently married by age of woman (Number),518322.8
Brazil,1978,Female,22,Currently married by age of woman (Number),518322.8
Brazil,1978,Female,23,Currently married by age of woman (Number),518322.8
Brazil,1978,Female,24,Currently married by age of woman (Number),518322.8
Brazil,1978,Female,25,Currently married by age of woman (Number),658463.8
Brazil,1978,Female,26,Currently married by age of woman (Number),658463.8
Brazil,1978,Female,27,Currently married by age of woman (Number),658463.8
Brazil,1978,Female,28,Currently married by age of woman (Number),658463.8
Brazil,1978,Female,29,Currently married by age of woman (Number),658463.8
Brazil,1978,Female,30,Currently married by age of woman (Number),577050.0
Brazil,1978,Female,31,Currently married by age of woman (Number),577050.0
Brazil,1978,Female,32,Currently married by age of woman (Number),577050.0
Brazil,1978,Female,33,Currently married by age of woman (Number),577050.0
Brazil,1978,Female,34,Currently married by age of woman (Number),577050.0
Brazil,1978,Female,35,Currently married by age of woman (Number),509430.2
Brazil,1978,Female,36,Currently married by age of woman (Number),509430.2
Brazil,1978,Female,37,Currently married by age of woman (Number),509430.2
Brazil,1978,Female,38,Currently married by age of woman (Number),509430.2
Brazil,1978,Female,39,Currently married by age of woman (Number),509430.2
Brazil,1978,Female,40,Currently married by age of woman (Number),427759.6
Brazil,1978,Female,41,Currently married by age of woman (Number),427759.6
Brazil,1978,Female,42,Currently married by age of woman (Number),427759.6
Brazil,1978,Female,43,Currently married by age of woman (Number),427759.6
Brazil,1978,Female,44,Currently married by age of woman (Number),427759.6
Brazil,1978,Female,45,Currently married by age of woman (Number),362946.0
Brazil,1978,Female,46,Currently married by age of woman (Number),362946.0
Brazil,1978,Female,47,Currently married by age of woman (Number),362946.0
Brazil,1978,Female,48,Currently married by age of woman (Number),362946.0
Brazil,1978,Female,49,Currently married by age of woman (Number),362946.0
Brazil,1979,Female,15,Currently married by age of woman (Number),174729.8
Brazil,1979,Female,16,Currently married by age of woman (Number),174729.8
Brazil,1979,Female,17,Currently married by age of woman (Number),174729.8
Brazil,1979,Female,18,Currently married by age of woman (Number),174729.8
Brazil,1979,Female,19,Currently married by age of woman (Number),174729.8
Brazil,1979,Female,20,Currently married by age of woman (Number),535459.8
Brazil,1979,Female,21,Currently married by age of woman (Number),535459.8
Brazil,1979,Female,22,Currently married by age of woman (Number),535459.8
Brazil,1979,Female,23,Currently married by age of woman (Number),535459.8
Brazil,1979,Female,24,Currently married by age of woman (Number),535459.8
Brazil,1979,Female,25,Currently married by age of woman (Number),682762.2
Brazil,1979,Female,26,Currently married by age of woman (Number),682762.2
Brazil,1979,Female,27,Currently married by age of woman (Number),682762.2
Brazil,1979,Female,28,Currently married by age of woman (Number),682762.2
Brazil,1979,Female,29,Currently married by age of woman (Number),682762.2
Brazil,1979,Female,30,Currently married by age of woman (Number),601149.4
Brazil,1979,Female,31,Currently married by age of woman (Number),601149.4
Brazil,1979,Female,32,Currently married by age of woman (Number),601149.4
Brazil,1979,Female,33,Currently married by age of woman (Number),601149.4
Brazil,1979,Female,34,Currently married by age of woman (Number),601149.4
Brazil,1979,Female,35,Currently married by age of woman (Number),521093.2
Brazil,1979,Female,36,Currently married by age of woman (Number),521093.2
Brazil,1979,Female,37,Currently married by age of woman (Number),521093.2
Brazil,1979,Female,38,Currently married by age of woman (Number),521093.2
Brazil,1979,Female,39,Currently married by age of woman (Number),521093.2
Brazil,1979,Female,40,Currently married by age of woman (Number),437331.8
Brazil,1979,Female,41,Currently married by age of woman (Number),437331.8
Brazil,1979,Female,42,Currently married by age of woman (Number),437331.8
Brazil,1979,Female,43,Currently married by age of woman (Number),437331.8
Brazil,1979,Female,44,Currently married by age of woman (Number),437331.8
Brazil,1979,Female,45,Currently married by age of woman (Number),371506.8
Brazil,1979,Female,46,Currently married by age of woman (Number),371506.8
Brazil,1979,Female,47,Currently married by age of woman (Number),371506.8
Brazil,1979,Female,48,Currently married by age of woman (Number),371506.8
Brazil,1979,Female,49,Currently married by age of woman (Number),371506.8
Brazil,1980,Female,15,Currently married by age of woman (Number),180292.4
Brazil,1980,Female,16,Currently married by age of woman (Number),180292.4
Brazil,1980,Female,17,Currently married by age of woman (Number),180292.4
Brazil,1980,Female,18,Currently married by age of woman (Number),180292.4
Brazil,1980,Female,19,Currently married by age of woman (Number),180292.4
Brazil,1980,Female,20,Currently married by age of woman (Number),552774.6
Brazil,1980,Female,21,Currently married by age of woman (Number),552774.6
Brazil,1980,Female,22,Currently married by age of woman (Number),552774.6
Brazil,1980,Female,23,Currently married by age of woman (Number),552774.6
Brazil,1980,Female,24,Currently married by age of woman (Number),552774.6
Brazil,1980,Female,25,Currently married by age of woman (Number),703291.8
Brazil,1980,Female,26,Currently married by age of woman (Number),703291.8
Brazil,1980,Female,27,Currently married by age of woman (Number),703291.8
Brazil,1980,Female,28,Currently married by age of woman (Number),703291.8
Brazil,1980,Female,29,Currently married by age of woman (Number),703291.8
Brazil,1980,Female,30,Currently married by age of woman (Number),632178.6
Brazil,1980,Female,31,Currently married by age of woman (Number),632178.6
Brazil,1980,Female,32,Currently married by age of woman (Number),632178.6
Brazil,1980,Female,33,Currently married by age of woman (Number),632178.6
Brazil,1980,Female,34,Currently married by age of woman (Number),632178.6
Brazil,1980,Female,35,Currently married by age of woman (Number),532925.6
Brazil,1980,Female,36,Currently married by age of woman (Number),532925.6
Brazil,1980,Female,37,Currently married by age of woman (Number),532925.6
Brazil,1980,Female,38,Currently married by age of woman (Number),532925.6
Brazil,1980,Female,39,Currently married by age of woman (Number),532925.6
Brazil,1980,Female,40,Currently married by age of woman (Number),448391.8
Brazil,1980,Female,41,Currently married by age of woman (Number),448391.8
Brazil,1980,Female,42,Currently married by age of woman (Number),448391.8
Brazil,1980,Female,43,Currently married by age of woman (Number),448391.8
Brazil,1980,Female,44,Currently married by age of woman (Number),448391.8
Brazil,1980,Female,45,Currently married by age of woman (Number),379269.8
Brazil,1980,Female,46,Currently married by age of woman (Number),379269.8
Brazil,1980,Female,47,Currently married by age of woman (Number),379269.8
Brazil,1980,Female,48,Currently married by age of woman (Number),379269.8
Brazil,1980,Female,49,Currently married by age of woman (Number),379269.8
Brazil,1981,Female,15,Currently married by age of woman (Number),185193.4
Brazil,1981,Female,16,Currently married by age of woman (Number),185193.4
Brazil,1981,Female,17,Currently married by age of woman (Number),185193.4
Brazil,1981,Female,18,Currently married by age of woman (Number),185193.4
Brazil,1981,Female,19,Currently married by age of woman (Number),185193.4
Brazil,1981,Female,20,Currently married by age of woman (Number),570132.0
Brazil,1981,Female,21,Currently married by age of woman (Number),570132.0
Brazil,1981,Female,22,Currently married by age of woman (Number),570132.0
Brazil,1981,Female,23,Currently married by age of woman (Number),570132.0
Brazil,1981,Female,24,Currently married by age of woman (Number),570132.0
Brazil,1981,Female,25,Currently married by age of woman (Number),725244.2
Brazil,1981,Female,26,Currently married by age of woman (Number),725244.2
Brazil,1981,Female,27,Currently married by age of woman (Number),725244.2
Brazil,1981,Female,28,Currently married by age of woman (Number),725244.2
Brazil,1981,Female,29,Currently married by age of woman (Number),725244.2
Brazil,1981,Female,30,Currently married by age of woman (Number),664654.4
Brazil,1981,Female,31,Currently married by age of woman (Number),664654.4
Brazil,1981,Female,32,Currently married by age of woman (Number),664654.4
Brazil,1981,Female,33,Currently married by age of woman (Number),664654.4
Brazil,1981,Female,34,Currently married by age of woman (Number),664654.4
Brazil,1981,Female,35,Currently married by age of woman (Number),545555.6
Brazil,1981,Female,36,Currently married by age of woman (Number),545555.6
Brazil,1981,Female,37,Currently married by age of woman (Number),545555.6
Brazil,1981,Female,38,Currently married by age of woman (Number),545555.6
Brazil,1981,Female,39,Currently married by age of woman (Number),545555.6
Brazil,1981,Female,40,Currently married by age of woman (Number),460124.0
Brazil,1981,Female,41,Currently married by age of woman (Number),460124.0
Brazil,1981,Female,42,Currently married by age of woman (Number),460124.0
Brazil,1981,Female,43,Currently married by age of woman (Number),460124.0
Brazil,1981,Female,44,Currently married by age of woman (Number),460124.0
Brazil,1981,Female,45,Currently married by age of woman (Number),386661.8
Brazil,1981,Female,46,Currently married by age of woman (Number),386661.8
Brazil,1981,Female,47,Currently married by age of woman (Number),386661.8
Brazil,1981,Female,48,Currently married by age of woman (Number),386661.8
Brazil,1981,Female,49,Currently married by age of woman (Number),386661.8
Brazil,1982,Female,15,Currently married by age of woman (Number),189324.0
Brazil,1982,Female,16,Currently married by age of woman (Number),189324.0
Brazil,1982,Female,17,Currently married by age of woman (Number),189324.0
Brazil,1982,Female,18,Currently married by age of woman (Number),189324.0
Brazil,1982,Female,19,Currently married by age of woman (Number),189324.0
Brazil,1982,Female,20,Currently married by age of woman (Number),587242.0
Brazil,1982,Female,21,Currently married by age of woman (Number),587242.0
Brazil,1982,Female,22,Currently married by age of woman (Number),587242.0
Brazil,1982,Female,23,Currently married by age of woman (Number),587242.0
Brazil,1982,Female,24,Currently married by age of woman (Number),587242.0
Brazil,1982,Female,25,Currently married by age of woman (Number),747731.8
Brazil,1982,Female,26,Currently married by age of woman (Number),747731.8
Brazil,1982,Female,27,Currently married by age of woman (Number),747731.8
Brazil,1982,Female,28,Currently married by age of woman (Number),747731.8
Brazil,1982,Female,29,Currently married by age of woman (Number),747731.8
Brazil,1982,Female,30,Currently married by age of woman (Number),695927.8
Brazil,1982,Female,31,Currently married by age of woman (Number),695927.8
Brazil,1982,Female,32,Currently married by age of woman (Number),695927.8
Brazil,1982,Female,33,Currently married by age of woman (Number),695927.8
Brazil,1982,Female,34,Currently married by age of woman (Number),695927.8
Brazil,1982,Female,35,Currently married by age of woman (Number),560876.0
Brazil,1982,Female,36,Currently married by age of woman (Number),560876.0
Brazil,1982,Female,37,Currently married by age of woman (Number),560876.0
Brazil,1982,Female,38,Currently married by age of woman (Number),560876.0
Brazil,1982,Female,39,Currently married by age of woman (Number),560876.0
Brazil,1982,Female,40,Currently married by age of woman (Number),472081.4
Brazil,1982,Female,41,Currently married by age of woman (Number),472081.4
Brazil,1982,Female,42,Currently married by age of woman (Number),472081.4
Brazil,1982,Female,43,Currently married by age of woman (Number),472081.4
Brazil,1982,Female,44,Currently married by age of woman (Number),472081.4
Brazil,1982,Female,45,Currently married by age of woman (Number),394415.4
Brazil,1982,Female,46,Currently married by age of woman (Number),394415.4
Brazil,1982,Female,47,Currently married by age of woman (Number),394415.4
Brazil,1982,Female,48,Currently married by age of woman (Number),394415.4
Brazil,1982,Female,49,Currently married by age of woman (Number),394415.4
Brazil,1983,Female,15,Currently married by age of woman (Number),192745.6
Brazil,1983,Female,16,Currently married by age of woman (Number),192745.6
Brazil,1983,Female,17,Currently married by age of woman (Number),192745.6
Brazil,1983,Female,18,Currently married by age of woman (Number),192745.6
Brazil,1983,Female,19,Currently married by age of woman (Number),192745.6
Brazil,1983,Female,20,Currently married by age of woman (Number),603610.4
Brazil,1983,Female,21,Currently married by age of woman (Number),603610.4
Brazil,1983,Female,22,Currently married by age of woman (Number),603610.4
Brazil,1983,Female,23,Currently married by age of woman (Number),603610.4
Brazil,1983,Female,24,Currently married by age of woman (Number),603610.4
Brazil,1983,Female,25,Currently married by age of woman (Number),771363.2
Brazil,1983,Female,26,Currently married by age of woman (Number),771363.2
Brazil,1983,Female,27,Currently married by age of woman (Number),771363.2
Brazil,1983,Female,28,Currently married by age of woman (Number),771363.2
Brazil,1983,Female,29,Currently married by age of woman (Number),771363.2
Brazil,1983,Female,30,Currently married by age of woman (Number),725443.8
Brazil,1983,Female,31,Currently married by age of woman (Number),725443.8
Brazil,1983,Female,32,Currently married by age of woman (Number),725443.8
Brazil,1983,Female,33,Currently married by age of woman (Number),725443.8
Brazil,1983,Female,34,Currently married by age of woman (Number),725443.8
Brazil,1983,Female,35,Currently married by age of woman (Number),579872.8
Brazil,1983,Female,36,Currently married by age of woman (Number),579872.8
Brazil,1983,Female,37,Currently married by age of woman (Number),579872.8
Brazil,1983,Female,38,Currently married by age of woman (Number),579872.8
Brazil,1983,Female,39,Currently married by age of woman (Number),579872.8
Brazil,1983,Female,40,Currently married by age of woman (Number),484179.8
Brazil,1983,Female,41,Currently married by age of woman (Number),484179.8
Brazil,1983,Female,42,Currently married by age of woman (Number),484179.8
Brazil,1983,Female,43,Currently married by age of woman (Number),484179.8
Brazil,1983,Female,44,Currently married by age of woman (Number),484179.8
Brazil,1983,Female,45,Currently married by age of woman (Number),402566.2
Brazil,1983,Female,46,Currently married by age of woman (Number),402566.2
Brazil,1983,Female,47,Currently married by age of woman (Number),402566.2
Brazil,1983,Female,48,Currently married by age of woman (Number),402566.2
Brazil,1983,Female,49,Currently married by age of woman (Number),402566.2
Brazil,1984,Female,15,Currently married by age of woman (Number),195574.8
Brazil,1984,Female,16,Currently married by age of woman (Number),195574.8
Brazil,1984,Female,17,Currently married by age of woman (Number),195574.8
Brazil,1984,Female,18,Currently married by age of woman (Number),195574.8
Brazil,1984,Female,19,Currently married by age of woman (Number),195574.8
Brazil,1984,Female,20,Currently married by age of woman (Number),619123.4
Brazil,1984,Female,21,Currently married by age of woman (Number),619123.4
Brazil,1984,Female,22,Currently married by age of woman (Number),619123.4
Brazil,1984,Female,23,Currently married by age of woman (Number),619123.4
Brazil,1984,Female,24,Currently married by age of woman (Number),619123.4
Brazil,1984,Female,25,Currently married by age of woman (Number),795894.0
Brazil,1984,Female,26,Currently married by age of woman (Number),795894.0
Brazil,1984,Female,27,Currently married by age of woman (Number),795894.0
Brazil,1984,Female,28,Currently married by age of woman (Number),795894.0
Brazil,1984,Female,29,Currently married by age of woman (Number),795894.0
Brazil,1984,Female,30,Currently married by age of woman (Number),752681.8
Brazil,1984,Female,31,Currently married by age of woman (Number),752681.8
Brazil,1984,Female,32,Currently married by age of woman (Number),752681.8
Brazil,1984,Female,33,Currently married by age of woman (Number),752681.8
Brazil,1984,Female,34,Currently married by age of woman (Number),752681.8
Brazil,1984,Female,35,Currently married by age of woman (Number),604029.8
Brazil,1984,Female,36,Currently married by age of woman (Number),604029.8
Brazil,1984,Female,37,Currently married by age of woman (Number),604029.8
Brazil,1984,Female,38,Currently married by age of woman (Number),604029.8
Brazil,1984,Female,39,Currently married by age of woman (Number),604029.8
Brazil,1984,Female,40,Currently married by age of woman (Number),495700.2
Brazil,1984,Female,41,Currently married by age of woman (Number),495700.2
Brazil,1984,Female,42,Currently married by age of woman (Number),495700.2
Brazil,1984,Female,43,Currently married by age of woman (Number),495700.2
Brazil,1984,Female,44,Currently married by age of woman (Number),495700.2
Brazil,1984,Female,45,Currently married by age of woman (Number),412062.2
Brazil,1984,Female,46,Currently married by age of woman (Number),412062.2
Brazil,1984,Female,47,Currently married by age of woman (Number),412062.2
Brazil,1984,Female,48,Currently married by age of woman (Number),412062.2
Brazil,1984,Female,49,Currently married by age of woman (Number),412062.2
Brazil,1985,Female,15,Currently married by age of woman (Number),198422.4
Brazil,1985,Female,16,Currently married by age of woman (Number),198422.4
Brazil,1985,Female,17,Currently married by age of woman (Number),198422.4
Brazil,1985,Female,18,Currently married by age of woman (Number),198422.4
Brazil,1985,Female,19,Currently married by age of woman (Number),198422.4
Brazil,1985,Female,20,Currently married by age of woman (Number),632746.2
Brazil,1985,Female,21,Currently married by age of woman (Number),632746.2
Brazil,1985,Female,22,Currently married by age of woman (Number),632746.2
Brazil,1985,Female,23,Currently married by age of woman (Number),632746.2
Brazil,1985,Female,24,Currently married by age of woman (Number),632746.2
Brazil,1985,Female,25,Currently married by age of woman (Number),820609.0
Brazil,1985,Female,26,Currently married by age of woman (Number),820609.0
Brazil,1985,Female,27,Currently married by age of woman (Number),820609.0
Brazil,1985,Female,28,Currently married by age of woman (Number),820609.0
Brazil,1985,Female,29,Currently married by age of woman (Number),820609.0
Brazil,1985,Female,30,Currently married by age of woman (Number),775681.2
Brazil,1985,Female,31,Currently married by age of woman (Number),775681.2
Brazil,1985,Female,32,Currently married by age of woman (Number),775681.2
Brazil,1985,Female,33,Currently married by age of woman (Number),775681.2
Brazil,1985,Female,34,Currently married by age of woman (Number),775681.2
Brazil,1985,Female,35,Currently married by age of woman (Number),635215.8
Brazil,1985,Female,36,Currently married by age of woman (Number),635215.8
Brazil,1985,Female,37,Currently married by age of woman (Number),635215.8
Brazil,1985,Female,38,Currently married by age of woman (Number),635215.8
Brazil,1985,Female,39,Currently married by age of woman (Number),635215.8
Brazil,1985,Female,40,Currently married by age of woman (Number),507373.6
Brazil,1985,Female,41,Currently married by age of woman (Number),507373.6
Brazil,1985,Female,42,Currently married by age of woman (Number),507373.6
Brazil,1985,Female,43,Currently married by age of woman (Number),507373.6
Brazil,1985,Female,44,Currently married by age of woman (Number),507373.6
Brazil,1985,Female,45,Currently married by age of woman (Number),422938.4
Brazil,1985,Female,46,Currently married by age of woman (Number),422938.4
Brazil,1985,Female,47,Currently married by age of woman (Number),422938.4
Brazil,1985,Female,48,Currently married by age of woman (Number),422938.4
Brazil,1985,Female,49,Currently married by age of woman (Number),422938.4
Brazil,1986,Female,15,Currently married by age of woman (Number),201736.6
Brazil,1986,Female,16,Currently married by age of woman (Number),201736.6
Brazil,1986,Female,17,Currently married by age of woman (Number),201736.6
Brazil,1986,Female,18,Currently married by age of woman (Number),201736.6
Brazil,1986,Female,19,Currently married by age of woman (Number),201736.6
Brazil,1986,Female,20,Currently married by age of woman (Number),643883.4
Brazil,1986,Female,21,Currently married by age of woman (Number),643883.4
Brazil,1986,Female,22,Currently married by age of woman (Number),643883.4
Brazil,1986,Female,23,Currently married by age of woman (Number),643883.4
Brazil,1986,Female,24,Currently married by age of woman (Number),643883.4
Brazil,1986,Female,25,Currently married by age of woman (Number),845381.6
Brazil,1986,Female,26,Currently married by age of woman (Number),845381.6
Brazil,1986,Female,27,Currently married by age of woman (Number),845381.6
Brazil,1986,Female,28,Currently married by age of woman (Number),845381.6
Brazil,1986,Female,29,Currently married by age of woman (Number),845381.6
Brazil,1986,Female,30,Currently married by age of woman (Number),800190.4
Brazil,1986,Female,31,Currently married by age of woman (Number),800190.4
Brazil,1986,Female,32,Currently married by age of woman (Number),800190.4
Brazil,1986,Female,33,Currently married by age of woman (Number),800190.4
Brazil,1986,Female,34,Currently married by age of woman (Number),800190.4
Brazil,1986,Female,35,Currently married by age of woman (Number),667947.6
Brazil,1986,Female,36,Currently married by age of woman (Number),667947.6
Brazil,1986,Female,37,Currently married by age of woman (Number),667947.6
Brazil,1986,Female,38,Currently married by age of woman (Number),667947.6
Brazil,1986,Female,39,Currently married by age of woman (Number),667947.6
Brazil,1986,Female,40,Currently married by age of woman (Number),519818.4
Brazil,1986,Female,41,Currently married by age of woman (Number),519818.4
Brazil,1986,Female,42,Currently married by age of woman (Number),519818.4
Brazil,1986,Female,43,Currently married by age of woman (Number),519818.4
Brazil,1986,Female,44,Currently married by age of woman (Number),519818.4
Brazil,1986,Female,45,Currently married by age of woman (Number),434426.0
Brazil,1986,Female,46,Currently married by age of woman (Number),434426.0
Brazil,1986,Female,47,Currently married by age of woman (Number),434426.0
Brazil,1986,Female,48,Currently married by age of woman (Number),434426.0
Brazil,1986,Female,49,Currently married by age of woman (Number),434426.0
Brazil,1987,Female,15,Currently married by age of woman (Number),205486.4
Brazil,1987,Female,16,Currently married by age of woman (Number),205486.4
Brazil,1987,Female,17,Currently married by age of woman (Number),205486.4
Brazil,1987,Female,18,Currently married by age of woman (Number),205486.4
Brazil,1987,Female,19,Currently married by age of woman (Number),205486.4
Brazil,1987,Female,20,Currently married by age of woman (Number),652238.0
Brazil,1987,Female,21,Currently married by age of woman (Number),652238.0
Brazil,1987,Female,22,Currently married by age of woman (Number),652238.0
Brazil,1987,Female,23,Currently married by age of woman (Number),652238.0
Brazil,1987,Female,24,Currently married by age of woman (Number),652238.0
Brazil,1987,Female,25,Currently married by age of woman (Number),869992.4
Brazil,1987,Female,26,Currently married by age of woman (Number),869992.4
Brazil,1987,Female,27,Currently married by age of woman (Number),869992.4
Brazil,1987,Female,28,Currently married by age of woman (Number),869992.4
Brazil,1987,Female,29,Currently married by age of woman (Number),869992.4
Brazil,1987,Female,30,Currently married by age of woman (Number),825592.8
Brazil,1987,Female,31,Currently married by age of woman (Number),825592.8
Brazil,1987,Female,32,Currently married by age of woman (Number),825592.8
Brazil,1987,Female,33,Currently married by age of woman (Number),825592.8
Brazil,1987,Female,34,Currently married by age of woman (Number),825592.8
Brazil,1987,Female,35,Currently married by age of woman (Number),699693.0
Brazil,1987,Female,36,Currently married by age of woman (Number),699693.0
Brazil,1987,Female,37,Currently married by age of woman (Number),699693.0
Brazil,1987,Female,38,Currently married by age of woman (Number),699693.0
Brazil,1987,Female,39,Currently married by age of woman (Number),699693.0
Brazil,1987,Female,40,Currently married by age of woman (Number),534992.8
Brazil,1987,Female,41,Currently married by age of woman (Number),534992.8
Brazil,1987,Female,42,Currently married by age of woman (Number),534992.8
Brazil,1987,Female,43,Currently married by age of woman (Number),534992.8
Brazil,1987,Female,44,Currently married by age of woman (Number),534992.8
Brazil,1987,Female,45,Currently married by age of woman (Number),446198.6
Brazil,1987,Female,46,Currently married by age of woman (Number),446198.6
Brazil,1987,Female,47,Currently married by age of woman (Number),446198.6
Brazil,1987,Female,48,Currently married by age of woman (Number),446198.6
Brazil,1987,Female,49,Currently married by age of woman (Number),446198.6
Brazil,1988,Female,15,Currently married by age of woman (Number),209903.6
Brazil,1988,Female,16,Currently married by age of woman (Number),209903.6
Brazil,1988,Female,17,Currently married by age of woman (Number),209903.6
Brazil,1988,Female,18,Currently married by age of woman (Number),209903.6
Brazil,1988,Female,19,Currently married by age of woman (Number),209903.6
Brazil,1988,Female,20,Currently married by age of woman (Number),658103.6
Brazil,1988,Female,21,Currently married by age of woman (Number),658103.6
Brazil,1988,Female,22,Currently married by age of woman (Number),658103.6
Brazil,1988,Female,23,Currently married by age of woman (Number),658103.6
Brazil,1988,Female,24,Currently married by age of woman (Number),658103.6
Brazil,1988,Female,25,Currently married by age of woman (Number),893615.8
Brazil,1988,Female,26,Currently married by age of woman (Number),893615.8
Brazil,1988,Female,27,Currently married by age of woman (Number),893615.8
Brazil,1988,Female,28,Currently married by age of woman (Number),893615.8
Brazil,1988,Female,29,Currently married by age of woman (Number),893615.8
Brazil,1988,Female,30,Currently married by age of woman (Number),852459.2
Brazil,1988,Female,31,Currently married by age of woman (Number),852459.2
